Civic Offices Main Gas Meter,,m^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Values,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
13/12/2011,96,2,2,0,2,1,1,3,0,3,2,0,2,0,2,3,0,3,2,49,33,18,21,13,13,15,20,19,24,23,26,51,55,50,53,50,50,47,48,46,46,49,47,39,46,44,43,39,45,41,41,38,44,42,39,37,40,40,35,38,40,29,37,32,31,36,30,33,28,18,23,8,4,4,6,3,6,4,4,5,4,4,3,2,1,3,2,2,3,3,2,2,2,2,1,2,2
14/12/2011,96,0,2,2,0,2,4,0,2,1,1,2,0,3,2,0,11,12,13,44,24,18,17,12,13,14,21,19,26,21,28,50,54,56,48,50,49,49,48,48,48,46,45,41,48,37,38,41,46,37,39,42,36,36,37,37,38,32,36,38,40,27,34,33,31,32,32,33,22,12,10,3,7,5,4,6,4,4,4,4,4,5,1,1,2,2,2,4,2,2,2,3,2,0,2,0,3
15/12/2011,96,3,0,2,2,0,9,12,8,8,7,6,7,7,8,7,5,8,8,8,29,24,19,17,14,12,21,21,24,23,26,51,55,49,50,49,37,48,44,32,49,40,42,43,41,37,38,35,39,37,41,39,34,37,38,34,35,35,32,34,33,31,28,28,30,30,30,27,24,13,8,5,6,5,4,8,9,7,8,8,9,8,4,6,7,6,4,8,6,5,8,4,6,8,4,5,6
16/12/2011,96,5,5,7,3,8,4,5,8,3,7,5,5,7,7,5,6,8,6,5,39,21,19,15,14,10,22,21,24,23,27,50,55,55,50,49,50,48,50,49,48,46,45,42,45,38,44,41,39,41,35,39,35,37,41,29,39,34,34,39,36,30,31,30,34,29,32,26,30,19,15,6,4,5,5,8,8,7,5,8,8,8,3,7,7,3,7,6,5,7,4,7,7,3,7,5,5
17/12/2011,96,7,3,7,6,3,8,5,5,6,5,6,5,5,7,4,6,5,18,21,14,10,8,9,8,11,15,17,9,22,20,18,14,14,14,12,15,13,17,16,14,15,17,14,14,15,14,15,17,14,13,16,13,16,16,13,14,15,14,14,18,13,10,11,5,4,6,5,6,5,4,6,4,4,5,3,7,4,3,8,9,9,10,7,6,8,8,5,6,7,5,7,8,3,7,6,4
18/12/2011,96,7,5,5,7,5,7,4,5,8,3,7,6,4,7,26,18,18,9,8,5,11,7,9,11,10,14,11,16,22,19,18,15,17,13,12,13,17,14,12,14,15,13,13,15,13,14,12,15,13,14,14,12,14,15,12,14,13,13,13,14,14,13,8,6,3,7,4,5,7,3,6,4,4,6,3,6,4,4,5,4,3,2,3,2,2,1,2,2,2,2,3,1,1,2,0,3
19/12/2011,96,2,2,0,2,3,0,2,2,0,3,1,1,2,1,31,54,27,28,21,19,23,20,20,19,21,20,26,25,27,28,49,55,56,50,49,48,46,48,48,41,44,40,42,37,42,38,36,40,40,36,34,39,30,40,34,34,37,29,36,32,31,29,30,33,30,31,28,28,19,18,7,4,5,3,5,6,3,7,3,5,4,3,3,2,2,2,3,2,2,2,3,2,2,0,2,3
20/12/2011,96,0,2,1,1,2,0,4,2,0,2,3,0,2,2,0,2,2,1,47,30,21,19,13,14,11,20,19,24,21,26,47,50,50,46,46,49,47,38,44,44,37,39,41,37,40,31,37,39,29,42,29,39,36,32,35,34,34,34,31,36,29,29,28,29,27,28,27,23,11,8,4,8,4,4,5,3,6,3,3,7,2,3,0,2,2,2,0,4,2,2,0,2,3,2,0,2
21/12/2011,96,0,2,3,0,3,1,1,2,0,3,2,0,2,2,0,3,0,2,3,0,49,30,17,9,13,19,15,24,20,25,45,52,48,40,39,37,41,29,38,31,34,35,31,32,34,29,30,28,29,27,29,27,26,26,27,28,25,25,23,27,23,25,21,24,24,21,22,20,11,7,2,6,5,3,6,3,3,6,3,4,4,1,1,3,2,0,2,4,2,1,1,2,3,0,2,0
22/12/2011,96,2,1,1,3,0,2,2,0,3,0,3,2,0,2,2,0,3,0,2,2,0,2,4,55,26,20,17,26,19,23,50,51,47,36,30,34,29,34,36,30,32,27,31,27,31,24,27,24,27,27,24,25,24,28,25,26,21,28,21,24,21,24,20,18,23,16,22,18,13,2,5,4,2,6,3,3,5,4,3,3,4,0,4,2,0,2,2,2,1,2,2,1,1,3,0,2
23/12/2011,96,1,1,3,0,3,0,2,2,0,2,0,3,2,0,2,0,2,1,3,2,0,2,2,1,55,28,25,23,24,22,55,50,46,38,41,37,32,41,29,37,33,28,36,31,33,29,30,31,29,34,30,36,26,33,28,30,28,30,28,30,29,27,27,28,28,28,27,25,9,9,4,7,4,4,6,2,6,4,2,6,4,2,2,2,3,1,1,3,2,3,1,3,2,2,0,2
24/12/2011,96,0,3,0,2,2,0,3,1,2,2,0,3,1,1,2,0,3,2,0,2,18,41,21,13,16,13,10,12,24,15,19,12,14,11,15,12,13,15,13,15,13,16,14,11,14,16,15,11,15,14,13,10,10,17,10,12,13,14,11,13,12,11,8,5,2,7,5,4,6,3,5,4,4,6,4,3,6,3,5,3,3,3,2,0,2,2,0,3,2,3,0,3,2,1,1,2
25/12/2011,96,0,3,0,2,2,0,2,1,2,3,0,2,1,1,3,0,2,2,0,35,30,12,9,8,12,11,9,10,22,18,12,12,13,11,9,11,13,10,10,12,10,12,11,10,7,8,7,11,8,9,9,8,11,10,9,9,14,7,11,8,9,11,5,5,2,7,3,4,5,3,5,4,4,4,5,3,2,6,3,2,5,1,2,2,0,3,2,2,3,0,3,2,2,0,2,0
26/12/2011,96,3,1,1,2,0,4,1,1,2,0,2,3,0,2,0,2,2,0,3,2,0,2,0,3,4,5,5,7,4,4,5,2,5,4,4,5,4,4,5,3,6,3,4,5,4,4,3,4,4,5,2,6,3,3,5,3,4,5,2,4,5,3,4,5,3,3,6,3,3,5,4,3,6,2,4,5,2,6,3,3,4,0,3,3,0,2,2,2,2,1,2,2,2,0,3,1
27/12/2011,96,1,1,1,3,0,2,0,2,0,2,0,3,1,1,2,0,2,3,0,3,0,2,3,0,2,8,5,5,6,3,5,4,2,6,5,3,6,3,5,4,2,7,2,5,4,4,4,5,2,7,3,4,4,4,5,4,3,5,4,3,5,3,5,4,3,4,5,3,7,3,4,5,4,4,3,4,4,5,4,6,3,1,1,3,2,1,1,2,3,2,1,1,2,3,0,2
28/12/2011,96,0,3,2,0,3,2,0,2,1,1,3,0,3,2,0,2,3,0,2,1,1,2,0,3,3,7,4,8,4,4,5,3,7,3,6,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,22,23,12,12,6,8,6,8,3,5,5,4,5,4,5,5,3,6,2,6,3,3,2,2,2,3,3,2,3,2,2,3,2,2,0,2
29/12/2011,96,0,3,2,1,1,3,1,1,3,1,2,2,2,0,2,3,0,2,2,0,3,2,0,2,4,5,15,10,7,4,7,3,5,5,3,7,8,4,5,5,4,7,5,4,6,4,4,5,7,6,4,6,4,4,6,8,4,6,6,3,4,5,8,4,4,5,3,5,5,3,6,3,5,4,4,5,4,3,6,3,4,2,2,2,1,2,2,2,2,3,2,1,1,2,2,1
30/12/2011,96,3,0,2,2,1,2,0,2,0,3,2,0,2,0,2,0,3,2,0,2,0,2,0,3,3,15,11,8,5,6,4,4,6,3,6,8,5,4,7,3,4,8,4,5,5,3,6,4,4,5,4,4,5,2,5,4,3,6,3,2,5,4,2,4,6,3,3,3,5,2,6,4,2,6,3,3,5,4,4,3,4,2,2,2,2,2,0,3,2,2,3,0,3,2,0,2
31/12/2011,96,2,0,3,3,0,2,1,1,3,0,2,2,0,2,4,46,45,21,12,11,13,10,9,8,11,17,11,13,27,20,21,13,12,17,13,10,17,14,12,15,13,12,14,11,9,16,10,9,14,11,10,11,12,10,11,11,12,9,10,13,12,9,5,6,2,2,6,4,2,5,3,3,3,5,2,3,3,3,3,3,3,0,2,2,0,3,2,0,3,2,0,2,3,0,2,2
1/1/12,96,0,2,0,3,2,0,3,0,2,2,0,3,2,0,2,19,55,25,20,18,15,13,13,17,14,20,23,21,27,22,51,54,48,48,47,46,37,41,48,40,40,44,38,41,40,41,38,44,38,42,40,41,39,47,39,47,40,44,45,39,15,18,34,12,10,7,8,10,9,8,9,8,6,3,3,5,3,2,7,3,2,4,0,2,2,0,2,3,0,2,3,2,3,0,2,0
2/1/12,96,2,2,0,4,0,2,0,2,0,2,2,1,2,0,2,0,15,61,38,29,19,23,19,21,17,28,23,26,24,30,50,54,56,49,49,49,48,50,48,48,49,46,46,46,41,48,45,37,49,48,39,45,39,41,46,37,43,45,39,37,41,38,30,39,39,32,37,27,21,17,5,6,4,2,6,4,3,4,5,3,2,2,3,0,2,3,3,1,1,2,2,2,3,0,3,0
3/1/12,96,2,0,2,0,3,1,1,2,0,2,0,2,3,0,3,2,0,2,40,34,16,14,18,14,12,19,23,21,26,24,51,55,48,49,49,49,47,41,46,39,48,42,41,48,38,38,44,39,47,39,38,41,41,39,37,41,40,35,34,39,37,30,32,35,32,31,30,29,21,17,7,4,4,3,7,2,3,6,3,3,6,2,3,2,2,2,3,1,2,2,2,3,2,0,2,0
4/1/12,96,3,0,2,2,0,2,0,4,0,2,0,2,0,3,0,2,0,17,47,24,19,18,12,13,16,19,17,25,24,26,54,51,54,51,48,48,50,41,49,45,39,42,43,37,39,41,42,38,39,40,40,36,38,39,34,37,34,37,34,34,33,34,30,34,30,30,31,25,21,16,7,6,3,6,3,5,5,3,5,4,4,2,2,2,4,2,0,2,2,3,1,1,3,2,0,3
5/1/12,96,0,2,2,0,2,1,3,2,0,2,2,0,2,0,4,2,0,2,5,55,24,21,15,15,15,16,24,20,26,22,53,51,52,50,47,41,45,45,41,39,40,42,41,36,36,39,41,36,35,41,35,37,35,39,30,35,38,27,33,34,29,32,28,28,29,29,28,24,12,7,5,6,3,6,3,4,5,4,3,6,3,2,3,0,2,2,2,2,1,2,2,4,2,0,2,0
6/1/12,96,3,2,0,2,1,1,3,0,2,2,0,4,2,0,2,3,0,2,12,54,22,20,17,14,10,23,20,25,23,26,47,51,49,49,41,39,39,44,38,37,41,34,36,37,36,32,38,31,31,36,31,35,31,27,32,28,32,27,29,27,29,25,29,26,28,22,27,21,15,3,3,3,5,4,2,3,6,2,3,6,3,0,2,2,2,1,3,2,2,2,0,3,2,0,3,0
7/1/12,96,3,2,0,2,2,0,3,0,3,2,0,3,1,1,2,0,2,3,0,2,38,28,24,10,10,16,12,12,12,10,11,12,11,9,14,12,10,10,19,9,11,16,10,10,17,10,10,16,11,10,14,12,9,12,14,9,10,12,13,10,12,9,4,5,4,3,6,3,3,7,3,3,6,3,4,5,3,3,6,3,5,2,1,2,2,3,2,2,3,2,0,2,4,2,0,2
8/1/12,96,0,2,0,3,1,1,2,0,2,0,3,0,2,2,0,3,2,8,49,21,16,10,8,9,10,10,14,11,24,20,15,14,10,12,14,12,9,11,16,9,10,13,12,9,12,6,10,9,12,9,9,11,11,10,10,14,16,17,15,15,17,11,10,6,3,5,7,5,5,5,4,6,4,3,6,2,4,5,4,2,4,0,4,2,0,2,3,2,2,1,1,3,3,1,1,3
9/1/12,96,0,2,0,2,0,2,0,3,2,0,2,0,2,0,3,0,2,33,53,27,24,18,23,18,18,24,22,24,22,24,43,49,40,33,38,37,31,34,38,30,34,32,34,28,32,28,29,30,29,29,29,27,26,25,27,26,29,26,28,22,27,24,28,34,32,25,29,23,15,8,4,7,2,7,3,3,5,4,3,5,4,2,3,2,2,3,2,2,0,4,2,2,2,0,3,1
10/1/12,96,1,1,1,3,0,2,0,2,1,1,3,0,2,2,0,4,1,1,2,5,57,35,22,19,22,22,22,24,23,27,44,50,38,43,37,38,40,32,37,33,29,31,28,27,26,29,27,26,26,26,20,26,22,24,22,29,25,23,24,23,26,19,24,18,25,21,26,21,10,8,3,2,6,3,3,5,4,2,2,2,4,2,0,2,1,2,2,0,2,2,0,3,2,0,0,2
11/1/12,96,0,4,0,2,0,2,0,2,0,0,3,0,2,0,2,0,2,0,3,0,1,9,55,34,18,21,19,25,21,25,41,44,36,33,35,29,32,34,28,30,24,27,26,29,24,26,26,30,27,26,22,25,26,20,25,20,23,20,25,20,22,22,20,24,20,22,20,24,9,8,3,3,5,4,3,3,5,2,2,3,3,1,1,3,0,2,2,0,2,3,0,2,2,0,2,0
12/1/12,96,3,0,2,0,2,0,1,2,0,3,0,2,0,2,0,3,0,2,0,2,0,0,38,47,25,21,23,20,27,26,45,49,44,36,38,32,39,28,34,33,34,28,30,29,28,28,29,28,28,26,28,26,27,20,26,24,24,20,26,23,22,25,22,23,19,26,21,20,13,5,4,3,5,4,3,2,3,3,4,2,3,0,2,2,0,3,2,1,1,2,3,0,2,0,2,0
13/01/2012,96,3,0,2,0,2,0,3,0,2,0,2,0,3,1,1,2,0,5,12,10,9,39,35,23,17,24,19,26,27,31,49,50,47,50,37,41,39,38,42,31,38,40,30,35,33,34,27,33,28,31,28,30,27,26,25,24,28,21,25,22,29,22,22,27,24,25,19,27,8,7,4,6,5,3,6,3,3,3,5,2,3,2,0,2,2,3,0,2,13,5,6,8,7,5,8,4
14/01/2012,96,6,6,4,7,5,5,7,3,7,4,5,7,3,7,5,6,5,4,7,4,23,28,21,14,14,18,15,12,17,13,14,12,14,12,14,14,12,21,22,18,21,15,17,16,14,15,14,11,15,15,11,13,15,13,10,14,12,14,13,11,13,15,6,3,6,2,3,6,2,4,5,3,3,6,3,2,4,3,4,3,2,1,2,2,0,2,2,0,3,2,3,0,3,2,0,2
15/01/2012,96,0,2,0,3,0,2,0,2,0,3,0,2,0,2,2,0,3,0,49,35,21,17,9,12,14,16,13,14,27,18,18,20,17,14,13,17,14,14,18,15,14,16,13,15,18,13,13,15,14,14,13,16,14,16,15,12,20,21,18,20,14,16,15,3,6,3,6,7,3,7,3,7,3,4,6,3,3,4,3,4,2,1,1,2,3,0,2,2,3,2,2,4,0,2,0,2
16/01/2012,96,0,2,0,3,0,2,2,0,2,0,3,0,2,0,2,0,26,58,39,29,25,22,22,24,20,21,29,25,28,27,47,52,49,46,48,40,39,40,38,36,42,34,35,40,33,36,35,34,34,35,34,31,35,33,29,32,28,33,27,31,27,29,24,31,24,31,25,29,13,8,4,6,5,3,6,3,3,4,4,3,4,0,3,0,2,2,0,2,3,0,2,2,3,0,0,2
17/01/2012,96,0,2,0,2,0,3,1,1,1,1,1,2,1,1,0,2,0,2,0,33,54,24,19,21,16,20,23,21,25,24,44,51,38,36,37,39,31,41,28,34,36,30,32,27,32,26,28,22,24,25,25,22,24,23,21,25,19,24,21,28,20,24,25,22,23,23,26,20,13,6,3,2,6,3,3,4,4,2,3,2,3,2,0,2,0,2,3,0,2,2,0,2,3,0,0,2
18/01/2012,96,0,2,0,1,1,0,3,0,2,0,3,0,3,0,0,2,0,2,0,2,0,3,47,39,18,19,19,20,19,23,39,42,29,38,34,28,33,28,30,28,30,28,26,25,26,26,24,21,27,19,24,22,23,20,24,20,20,26,18,22,22,22,21,25,21,19,26,19,13,6,4,4,5,4,3,5,3,2,3,2,2,2,0,3,0,2,2,0,4,2,0,2,2,0,0,3
19/01/2012,96,0,2,0,0,2,0,2,0,0,3,0,1,1,0,2,0,0,3,0,2,0,16,56,31,22,21,20,29,22,29,44,50,38,37,34,37,32,37,30,34,29,32,33,30,32,25,31,25,30,27,30,25,27,24,30,24,26,22,31,25,31,25,32,27,30,26,29,24,13,10,3,6,3,5,5,3,3,6,2,4,5,3,1,1,2,3,3,2,0,2,3,1,1,2,0,1
20/01/2012,96,1,3,0,2,0,2,0,3,0,2,0,2,0,2,0,4,0,2,0,2,17,57,34,20,23,20,25,21,26,24,45,48,42,40,35,35,41,30,34,38,30,30,33,30,35,33,30,33,28,34,36,29,33,27,28,28,28,31,25,29,23,28,23,32,26,30,23,23,11,8,4,3,6,3,6,4,2,4,4,3,3,0,2,2,2,1,2,3,0,3,2,2,2,0,0,3
21/01/2012,96,0,2,0,0,2,0,1,1,0,3,0,2,0,0,2,0,2,0,0,2,0,13,55,28,18,18,18,16,13,13,14,11,13,13,12,13,15,15,13,12,16,13,15,16,10,14,16,13,11,16,13,10,17,11,10,15,15,11,12,16,12,10,8,6,2,6,4,2,6,5,2,4,6,2,6,3,4,3,3,4,3,1,3,2,0,3,3,1,1,2,2,3,1,1,1,1
22/01/2012,96,0,2,0,3,0,0,2,0,2,0,2,0,3,0,0,2,0,2,14,57,28,17,11,9,11,20,14,12,28,17,22,16,18,15,15,17,15,18,13,16,17,13,15,16,13,15,18,12,12,15,14,10,17,14,15,18,19,22,20,14,22,14,8,8,2,6,6,7,5,5,4,7,3,6,6,3,6,3,2,6,4,2,0,2,2,3,2,1,1,2,4,2,2,0,0,3
23/01/2012,96,0,2,2,0,2,0,3,0,2,0,2,0,3,0,2,0,2,49,54,30,27,23,25,19,22,26,26,23,24,27,51,50,48,46,44,37,40,42,37,41,40,36,33,41,28,35,36,30,33,28,33,28,32,29,31,28,31,28,30,30,29,28,27,27,27,27,28,25,11,8,4,5,5,3,6,2,4,5,3,3,5,0,2,0,2,1,2,2,2,0,2,3,0,2,0,2
24/01/2012,96,0,2,2,1,0,2,0,3,0,2,0,2,0,2,0,4,0,2,0,19,55,28,21,20,13,22,20,24,20,26,43,48,32,37,32,36,33,38,30,32,28,35,33,29,30,27,29,24,26,25,26,25,22,27,24,25,20,27,21,23,21,25,20,23,24,21,23,22,11,7,3,4,6,2,3,4,3,4,2,3,3,2,0,2,0,2,3,0,2,2,0,3,3,0,0,2
25/01/2012,96,0,2,0,2,0,3,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,5,58,31,21,19,23,20,24,20,40,41,37,31,41,29,31,33,33,33,28,31,28,25,26,23,28,24,23,25,24,22,21,27,18,22,22,25,20,23,22,20,23,25,22,24,27,22,11,7,3,2,6,3,2,3,3,3,4,2,2,0,2,2,0,3,2,0,2,0,2,4,0,2,0,2
26/01/2012,96,0,0,3,5,10,6,8,8,4,7,5,6,7,5,4,1,1,0,2,0,4,55,25,20,18,22,21,25,22,27,42,51,48,38,44,36,39,42,35,40,37,41,34,34,41,30,39,38,35,35,32,34,34,31,29,32,32,33,28,30,29,29,29,28,30,25,33,23,14,9,3,5,4,2,7,3,3,3,6,3,2,3,0,2,2,0,2,0,3,2,0,3,3,0,2,0
27/01/2012,96,2,0,2,0,3,0,2,0,2,0,2,0,3,0,2,0,2,0,3,25,55,27,24,16,22,21,21,23,26,24,48,49,47,48,50,37,47,41,46,36,38,37,39,42,32,37,33,35,34,31,38,30,36,34,29,39,29,32,30,33,33,29,32,30,37,28,32,22,14,8,3,7,4,3,5,2,3,5,4,4,4,0,3,2,4,2,0,2,2,3,2,0,2,1,5,12
28/01/2012,96,4,8,8,5,7,7,4,7,6,6,7,4,6,6,5,7,4,6,8,39,23,16,14,11,14,16,16,14,15,16,12,13,13,14,15,12,14,17,15,14,16,15,15,13,15,14,15,16,12,12,14,17,13,12,12,16,13,13,13,15,13,13,6,6,4,4,4,3,6,3,3,2,5,3,2,4,3,3,3,2,3,2,1,1,3,0,2,2,3,0,2,0,2,0,2,0
29/01/2012,96,3,0,2,0,2,0,3,0,2,0,2,0,3,1,1,1,1,54,33,18,19,10,15,8,10,19,17,12,24,20,17,22,16,12,14,16,14,13,18,14,13,15,13,15,15,16,13,11,17,14,12,16,13,15,13,14,19,23,16,16,20,15,14,3,5,4,4,6,4,6,3,5,6,4,6,3,3,6,4,4,4,0,2,2,2,3,2,2,3,2,2,2,3,0,2,0
30/01/2012,96,2,0,3,0,2,0,2,0,3,0,2,0,1,1,0,31,57,42,25,28,21,24,20,26,19,26,25,25,27,27,55,52,48,46,49,49,38,47,40,37,48,40,37,41,46,39,40,37,42,37,35,38,39,39,36,40,40,29,40,37,34,36,36,38,31,40,28,29,23,18,13,6,3,5,4,4,5,4,4,5,2,3,2,2,2,3,1,2,2,3,2,0,2,3,0,2
31/01/2012,96,0,2,0,2,0,3,1,1,2,0,3,0,2,0,2,0,3,0,57,36,26,16,20,19,15,22,19,25,23,27,48,50,48,45,50,38,47,40,46,39,41,36,41,39,37,43,36,41,37,33,41,34,43,37,39,35,39,35,34,33,39,34,39,32,33,35,32,28,22,18,13,7,3,6,5,4,5,3,5,4,2,2,2,0,3,2,4,2,2,3,2,0,2,2,0,3
1/2/12,96,0,2,1,1,3,0,2,0,2,0,3,1,1,2,0,3,0,2,42,48,24,21,15,17,22,19,22,24,30,26,50,49,50,51,46,48,50,43,50,44,46,38,46,38,42,40,40,36,39,36,40,33,35,34,39,28,39,29,36,31,33,30,35,30,31,33,25,29,15,11,7,5,9,8,8,9,7,9,8,10,8,6,6,8,5,6,8,7,6,7,10,5,6,8,6,5
2/2/12,96,8,6,6,8,3,9,5,6,7,7,5,8,7,6,7,9,7,8,6,7,44,29,22,19,15,23,25,27,27,34,45,51,50,46,49,48,44,48,44,47,36,48,43,22,47,46,40,34,34,40,35,42,41,34,40,34,39,36,38,36,38,35,37,37,28,38,19,11,8,8,8,8,11,9,9,10,8,8,9,8,10,10,7,6,7,8,8,6,6,8,6,7,7,6,6,8
3/2/12,96,4,6,8,5,7,7,5,7,8,5,7,8,5,7,8,8,6,19,42,24,22,17,17,17,16,20,27,24,34,30,50,51,50,51,48,47,49,49,45,50,45,39,45,38,39,37,38,38,38,34,34,38,29,37,30,36,30,31,34,31,28,36,27,32,22,11,8,8,9,8,7,5,5,7,4,6,6,4,7,5,6,3,3,2,2,3,2,2,3,2,2,3,2,2,0,3
4/2/12,96,2,0,2,3,1,2,2,0,3,2,0,2,3,0,2,2,0,3,3,0,2,3,0,2,2,8,6,7,5,6,7,3,6,4,5,7,3,7,4,6,4,5,7,3,6,6,3,7,5,4,6,2,7,3,6,5,3,7,3,6,6,2,7,3,5,6,4,5,6,3,7,3,6,4,4,7,4,5,4,4,7,2,2,3,2,2,3,2,2,2,3,2,4,2,0,2
5/2/12,96,2,0,3,2,1,1,3,2,0,2,3,0,2,2,2,2,2,1,1,3,2,0,2,3,1,8,8,6,5,13,10,10,5,9,8,8,8,4,7,8,7,6,6,8,6,5,9,5,6,8,6,6,7,6,6,7,8,8,12,9,8,9,8,8,8,7,8,6,8,8,6,6,8,5,5,7,3,6,5,3,7,2,3,2,2,3,2,2,2,3,2,5,3,0,2,0
6/2/12,96,3,2,0,2,3,43,57,47,27,24,22,23,22,23,20,22,22,23,17,24,22,22,17,26,17,24,22,28,23,28,44,50,51,50,45,42,43,38,39,40,37,35,42,34,40,34,34,32,35,28,38,29,32,35,31,26,37,28,31,29,34,26,30,32,23,10,9,8,8,8,5,5,6,4,7,4,6,6,5,6,4,3,3,4,3,2,3,3,2,2,3,0,2,2,0,3
7/2/12,96,1,1,2,0,3,0,2,0,2,0,2,2,1,2,0,2,10,56,37,20,17,19,17,20,14,19,22,22,26,26,52,51,48,51,48,44,50,43,48,38,41,37,37,38,37,36,32,36,31,35,32,31,34,33,29,35,32,26,33,30,32,27,30,26,25,10,7,7,8,8,7,4,7,4,4,5,4,7,3,6,6,2,4,1,2,3,3,2,0,3,2,2,3,0,2,0
8/2/12,96,2,3,0,2,1,1,3,0,2,0,2,3,1,1,4,1,1,45,49,20,20,19,16,19,18,19,22,22,25,24,48,49,51,50,43,50,36,47,37,39,44,35,40,36,36,46,38,32,36,39,33,35,36,33,35,35,31,36,30,33,32,32,34,27,26,13,8,8,9,9,4,5,7,4,6,5,3,6,4,7,3,2,3,1,1,2,3,3,1,1,3,2,2,0,3,0
9/2/12,96,2,2,0,3,2,0,2,3,0,2,2,0,3,2,0,2,3,0,55,38,24,20,18,18,18,20,22,21,25,22,48,49,51,46,46,37,37,39,38,34,33,36,32,36,30,30,35,26,30,27,28,29,26,31,26,30,24,30,25,28,26,25,27,25,16,11,7,8,8,7,3,3,5,5,4,4,3,6,3,4,6,2,2,0,2,3,2,0,2,3,2,1,1,2,0,3
10/2/12,96,0,3,2,0,3,0,2,2,0,3,0,2,2,0,2,0,3,2,0,8,54,39,18,19,17,20,22,21,24,22,44,49,43,33,35,33,33,33,34,33,30,34,26,30,28,28,30,27,30,26,31,26,30,26,29,28,26,27,21,27,21,26,25,22,14,11,3,7,8,7,4,7,2,2,6,3,4,6,3,2,6,0,2,3,0,3,5,1,1,2,3,2,2,2,0,3
11/2/12,96,0,2,0,2,0,3,1,1,1,1,3,0,2,0,2,0,2,0,3,0,2,0,2,0,3,8,7,6,4,8,3,5,6,3,7,3,6,6,3,7,4,6,4,5,5,4,7,3,5,5,3,6,3,2,6,4,4,5,2,7,3,3,6,3,5,4,2,6,4,3,6,3,4,6,3,3,6,4,3,5,3,2,3,2,2,3,2,2,3,2,2,2,3,1,1,2
12/2/12,96,0,3,1,1,2,0,3,0,2,0,2,0,3,0,2,2,0,2,0,3,0,2,1,1,3,8,6,7,4,12,9,8,8,8,8,8,7,5,8,7,6,8,7,4,7,8,5,6,6,4,8,8,4,7,7,4,8,8,11,7,8,10,6,8,8,8,8,8,7,5,7,5,6,6,3,7,4,4,5,3,6,4,2,2,3,4,2,3,2,2,3,2,2,3,0,2
13/02/2012,96,0,2,0,3,0,2,2,48,56,39,25,25,21,21,20,21,19,23,18,21,20,23,17,21,20,20,22,26,25,27,42,50,49,50,43,48,37,43,41,37,40,35,40,32,36,35,35,32,37,30,31,32,32,26,33,29,32,26,29,26,31,29,30,29,18,10,8,8,7,4,7,6,3,7,4,4,5,3,7,4,5,3,0,2,3,0,3,2,2,3,0,2,2,0,3,0
14/02/2012,96,2,2,0,2,3,0,2,0,2,1,2,2,0,2,0,3,2,3,58,40,19,19,16,17,15,18,23,20,24,23,46,50,49,45,40,44,37,42,41,38,31,35,31,36,27,33,31,30,29,28,31,28,28,27,30,25,30,24,28,27,26,26,24,29,14,11,7,8,8,8,5,5,6,4,4,5,3,6,3,5,5,2,2,3,1,2,2,3,2,0,2,2,3,1,1,2
15/02/2012,96,0,3,0,2,1,1,2,2,1,2,0,2,3,0,2,2,0,3,18,56,28,22,16,21,16,18,20,23,20,27,46,49,43,47,34,33,37,38,33,32,35,32,28,30,33,31,29,30,26,30,25,30,25,27,23,27,24,26,27,26,27,23,27,23,17,9,7,7,5,7,8,8,5,3,8,4,4,5,5,5,5,2,3,2,2,2,3,1,1,2,3,2,0,2,0,2
16/02/2012,96,0,3,2,0,2,2,2,2,0,2,2,1,2,0,2,1,2,2,0,50,41,23,22,16,18,19,20,23,22,25,48,47,44,40,36,35,34,35,32,37,30,29,30,29,31,29,27,27,27,28,26,30,25,29,21,25,22,27,25,28,24,27,25,23,16,10,4,7,8,5,10,4,6,4,3,6,2,3,6,2,4,2,2,0,3,2,0,3,2,3,1,1,2,0,3,0
17/02/2012,96,2,2,0,3,0,3,0,1,1,2,0,1,2,2,0,2,0,2,0,3,34,48,25,16,16,20,20,21,21,21,45,47,31,37,30,35,28,30,27,31,26,29,25,30,22,26,20,27,20,23,23,22,22,21,24,18,22,21,21,18,26,18,23,23,13,9,5,4,8,5,6,8,2,6,6,3,5,5,2,6,5,2,2,0,3,3,0,2,2,4,0,2,2,0,2,0
